🔭 Listening for ESP32S2 Debug/Info messages on 10.10.5.93 port 4210...

[03:37:37 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:37:42 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:37:47 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:37:52 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:37:57 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:02 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:07 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:12 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:17 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:22 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:27 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:32 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:37 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[04:21:26 - 192.168.137.12] ∘ UDP Receive DCS  : avg  64.0 bytes, max 64 bytes, pending  0, max  5, overruns 0
[04:21:27 - 192.168.137.12] ∘ USB Send DCS  : avg  26.4 bytes, max 64 bytes, pending  0, max  2, overruns 0
[04:21:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:21:27 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:28 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:29 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:30 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:31 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:32 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:33 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:34 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:35 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:36 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:37 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:38 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:39 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:40 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:41 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:42 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:43 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:44 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:45 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:46 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:47 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:48 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:49 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:50 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:51 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:52 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:53 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:54 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:55 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:56 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:57 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:58 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:21:59 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:00 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:01 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:02 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:03 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:04 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:05 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:06 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:07 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:08 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:09 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:10 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:11 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:12 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:13 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:14 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:15 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:16 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:17 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:18 - 192.168.137.12] [SET FEATURE] pushed DCSBIOS-HANDSHAKE to ring buffer
[04:22:18 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:19 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:20 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:21 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:22 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:23 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:24 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:25 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:26 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:26 - 192.168.137.12] 
[04:22:26 - 192.168.137.12] +-------------------- PERFORMANCE SNAPSHOT ----------------------+
[04:22:26 - 192.168.137.12] 🔍  Profiling Averages:
[04:22:26 - 192.168.137.12] ∘ Main Loop       :   0.05 ms
[04:22:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:22:26 - 192.168.137.12] 🕑  System Status:
[04:22:26 - 192.168.137.12] ∘ Poll Load     :   1.4% of 4.00 ms slot
[04:22:26 - 192.168.137.12] ∘ Headroom      : 3.946 ms ( 98.6%)
[04:22:26 - 192.168.137.12] ∘ Scale Cap.    : 73.95x current workload
[04:22:26 - 192.168.137.12] ∘ Uptime        : 18m09s
[04:22:26 - 192.168.137.12] ∘ CPU Frequency : 240 MHz
[04:22:26 - 192.168.137.12] ∘ Last Reset    : Power-on
[04:22:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:22:26 - 192.168.137.12] 💾  Memory Fragmentation:
[04:22:26 - 192.168.137.12] ∘ Internal SRAM : free     70 KB, largest     47 KB, frag  31.8%
[04:22:26 - 192.168.137.12] ∘ PSRAM Pool    : free   2027 KB, largest   2015 KB, frag   0.6%
[04:22:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:22:26 - 192.168.137.12] 📡  USB-CDC Buffer Health:
[04:22:26 - 192.168.137.12] ∘ TX Free Slots :      0 bytes
[04:22:26 - 192.168.137.12] ∘ RX Pending    :      0 bytes
[04:22:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:22:26 - 192.168.137.12] 🔁  Ring Buffer Health:
[04:22:26 - 192.168.137.12] ∘ Serial Debug     : avg   0.0 bytes, max 0 bytes, pending  0, max  0, overruns 0
[04:22:26 - 192.168.137.12] ∘ UDP Send Debug   : avg  44.6 bytes, max 63 bytes, pending  7, max 16, overruns 0
[04:22:26 - 192.168.137.12] ∘ UDP Receive DCS  : avg  64.0 bytes, max 64 bytes, pending  0, max  5, overruns 0
[04:22:26 - 192.168.137.12] ∘ USB Send DCS  : avg  27.4 bytes, max 64 bytes, pending  0, max  2, overruns 0
[04:22:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:22:27 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:28 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:29 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:30 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:32 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:22:33 - 192.168.137.12] [SYNC PANELS] 🔁 Mission Started 491330 ms ago
[04:22:33 - 192.168.137.12] Syncronizing Panel state....
[04:22:33 - 192.168.137.12] ✅ RIGHT Annunciator initialized for buttons
[04:22:33 - 192.168.137.12] ✅ LEFT Annunciator initialized for buttons
[04:22:33 - 192.168.137.12] 🛩️ [DCS-USB] SPIN_RECOVERY_SW 0
[04:22:33 - 192.168.137.12] 🛩️ [DCS-USB] IR_COOL_SW 2
[04:22:33 - 192.168.137.12] ✅ Initialized IR Cool Panel
[04:22:33 - 192.168.137.12] [SYNC] Fallback: forced panel re-sync
[04:22:33 - 192.168.137.12] 🛩️ [DCS-USB] HMD_OFF_BRT 65535
[04:22:37 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = OPEN
[04:22:38 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = ON
[04:22:38 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = OFF
[04:22:40 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = CLOSED
[04:22:40 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = OPEN
[04:22:41 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = CLOSED
[04:22:41 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = OPEN
[04:22:42 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = ON
[04:22:43 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = OFF
[04:22:44 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN_COVER = OPEN
[04:22:45 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN = ON
[04:22:46 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN = OFF
[04:22:47 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN = ON
[04:22:47 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN = OFF
[04:22:48 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN_COVER = CLOSED
[04:22:49 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN_COVER = OPEN
[04:22:51 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = ON
[04:22:51 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = OFF
[04:22:52 - 192.168.137.12] ❌ USB Stopped
[04:23:01 - 192.168.137.12] ❌ USB Stopped
[04:23:01 - 192.168.137.12] 🔌 USB Started
[04:23:01 - 192.168.137.12] [HID EVENT] SET_IDLE: Interface 0 → no periodic reports required
[04:23:01 - 192.168.137.12] Connected to WiFi network MyHotspotNetwork with IP 192.168.137.12
[04:23:01 - 192.168.137.12] =================== [STARTING DEVICE] ===================
[04:23:01 - 192.168.137.12] SRAM free:     71 KB, largest:     47 KB, frag:  32.5%
[04:23:01 - 192.168.137.12] PSRAM free:   2028 KB, largest:   2015 KB, frag:   0.6%
[04:23:01 - 192.168.137.12] I²C Initialized using the ESP-IDF Library (Fast mode)
[04:23:01 - 192.168.137.12] Using SDA 8 and SCL 9 for I2C
[04:23:02 - 192.168.137.12] 🔎 === Discovered I2C Devices ===
[04:23:02 - 192.168.137.12] 📋 Address    | Device Description
[04:23:02 - 192.168.137.12] ──────────────|─────────────────────────────
[04:23:02 - 192.168.137.12] 📡 0x26       | Brain / IRCool Panel
[04:23:02 - 192.168.137.12] ────────────────────────────────────────────
[04:23:02 - 192.168.137.12] Initializing PCA_0x26 inputs and cached port states
[04:23:02 - 192.168.137.12] Initializing Displays
[04:23:02 - 192.168.137.12] Initializing LEDs
[04:23:02 - 192.168.137.12] PCA9555 0x26: 0 pins set as OUTPUT (LED)
[04:23:02 - 192.168.137.12] ✅ Lock/Shoot detected, initializing...
[04:23:02 - 192.168.137.12] ✅ Caution Advisory detected, initializing...
[04:23:02 - 192.168.137.12] ✅ Left & Right Annunciators detected, initializing...
[04:23:03 - 192.168.137.12] 🔆 Turning ALL LEDs ON (simultaneously)
[04:23:04 - 192.168.137.12] ⚫ Turning ALL LEDs OFF (simultaneously)
[04:23:05 - 192.168.137.12] ⚫ WS2812 All OFF
[04:23:05 - 192.168.137.12] 🔆 Turning ALL GPIO LEDs ON
[04:23:06 - 192.168.137.12] ⚫ Turning ALL GPIO LEDs OFF
[04:23:06 - 192.168.137.12] Syncronizing Panel state....
[04:23:06 - 192.168.137.12] ✅ RIGHT Annunciator initialized for buttons
[04:23:06 - 192.168.137.12] ✅ LEFT Annunciator initialized for buttons
[04:23:06 - 192.168.137.12] ✅ Initialized IR Cool Panel
[04:23:06 - 192.168.137.12] Selected mode: DCS-BIOS
[04:23:06 - 192.168.137.12] Device "Main Instruments" is ready
[04:23:06 - 192.168.137.12] ATTENTION: USB mode ENABLED. Run CockpitOS_HID_Controller.py on the computer where your devices are connected.
[04:23:07 - 192.168.137.12] 🛩️ [DCS-USB] DCS NOT READY! could not send HMD_OFF_BRT 65535
[04:23:07 - 192.168.137.12] [SET FEATURE] pushed DCSBIOS-HANDSHAKE to ring buffer
[04:23:07 - 192.168.137.12] [STREAM] UP
[04:23:07 - 192.168.137.12] 🛩️ [DCS-USB] DCS NOT READY! could not send IR_COOL_SW 2
[04:23:07 - 192.168.137.12] [MISSION START] FA-18C_hornet
[04:23:07 - 192.168.137.12] [SYNC PANELS] 🔁 Mission Started 501 ms ago
[04:23:07 - 192.168.137.12] Syncronizing Panel state....
[04:23:07 - 192.168.137.12] ✅ RIGHT Annunciator initialized for buttons
[04:23:07 - 192.168.137.12] ✅ LEFT Annunciator initialized for buttons
[04:23:07 - 192.168.137.12] 🛩️ [DCS-USB] SPIN_RECOVERY_SW 0
[04:23:07 - 192.168.137.12] 🛩️ [DCS-USB] IR_COOL_SW 2
[04:23:07 - 192.168.137.12] ✅ Initialized IR Cool Panel
[04:23:07 - 192.168.137.12] [SYNC] Normal mission start panel sync
[04:23:07 - 192.168.137.12] 🛩️ [DCS-USB] HMD_OFF_BRT 65535
[04:23:07 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN_COVER = OPEN
[04:23:07 - 192.168.137.12] [STATE UPDATE] 🔁 MASTER_ARM_SW = ARM
[04:23:09 - 192.168.137.12] [STATE UPDATE] 🔁 FIRE_EXT_BTN = ON
[04:23:09 - 192.168.137.12] [STATE UPDATE] 🔁 FIRE_EXT_BTN = OFF
[04:23:10 - 192.168.137.12] [STATE UPDATE] 🔁 MASTER_CAUTION_RESET_SW = PRESS
[04:23:11 - 192.168.137.12] [STATE UPDATE] 🔁 MASTER_CAUTION_RESET_SW = POS 0
[04:23:15 - 192.168.137.12] [STATE UPDATE] 🔁 LIGHTS_TEST_SW = TEST
[04:23:19 - 192.168.137.12] [STATE UPDATE] 🔁 LIGHTS_TEST_SW = OFF
[04:23:21 - 192.168.137.12] [STATE UPDATE] 🔁 LIGHTS_TEST_SW = TEST
[04:23:23 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:24 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:25 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:26 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:27 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:28 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:29 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:30 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:31 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:32 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:33 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:34 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:35 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:36 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:37 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:38 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:39 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:40 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:41 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:42 - 192.168.137.12] [SET FEATURE] pushed DCSBIOS-HANDSHAKE to ring buffer
[04:23:42 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:43 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:44 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:45 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:46 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:47 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:48 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:49 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:50 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:51 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:52 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:53 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:54 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:55 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:56 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:57 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:58 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:23:59 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:24:00 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:24:01 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:24:02 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:24:03 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:24:04 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:24:05 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:24:06 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:24:06 - 192.168.137.12] 
[04:24:06 - 192.168.137.12] +-------------------- PERFORMANCE SNAPSHOT ----------------------+
[04:24:06 - 192.168.137.12] 🔍  Profiling Averages:
[04:24:06 - 192.168.137.12] ∘ [LED] GPIO      :   0.02 ms
[04:24:06 - 192.168.137.12] ∘ Main Loop       :   0.05 ms
[04:24:06 - 192.168.137.12] +----------------------------------------------------------------+
[04:24:06 - 192.168.137.12] 🕑  System Status:
[04:24:06 - 192.168.137.12] ∘ Poll Load     :   1.4% of 4.00 ms slot
[04:24:06 - 192.168.137.12] ∘ Headroom      : 3.945 ms ( 98.6%)
[04:24:06 - 192.168.137.12] ∘ Scale Cap.    : 72.93x current workload
[04:24:06 - 192.168.137.12] ∘ Uptime        : 1m09s
[04:24:06 - 192.168.137.12] ∘ CPU Frequency : 240 MHz
[04:24:06 - 192.168.137.12] ∘ Last Reset    : Power-on
[04:24:06 - 192.168.137.12] +----------------------------------------------------------------+
[04:24:06 - 192.168.137.12] 💾  Memory Fragmentation:
[04:24:06 - 192.168.137.12] ∘ Internal SRAM : free     70 KB, largest     47 KB, frag  31.7%
[04:24:06 - 192.168.137.12] ∘ PSRAM Pool    : free   2027 KB, largest   2015 KB, frag   0.6%
[04:24:06 - 192.168.137.12] +----------------------------------------------------------------+
[04:24:06 - 192.168.137.12] 📡  USB-CDC Buffer Health:
[04:24:06 - 192.168.137.12] ∘ TX Free Slots :      0 bytes
[04:24:06 - 192.168.137.12] ∘ RX Pending    :      0 bytes
[04:24:06 - 192.168.137.12] +----------------------------------------------------------------+
[04:24:06 - 192.168.137.12] 🔁  Ring Buffer Health:
[04:24:06 - 192.168.137.12] ∘ Serial Debug     : avg   0.0 bytes, max 0 bytes, pending  0, max  0, overruns 0
[04:24:06 - 192.168.137.12] ∘ UDP Send Debug   : avg  44.5 bytes, max 63 bytes, pending  7, max 11, overruns 0
[04:24:07 - 192.168.137.12] ∘ UDP Receive DCS  : avg  64.0 bytes, max 64 bytes, pending  0, max  3, overruns 0
[04:24:07 - 192.168.137.12] ∘ USB Send DCS  : avg  36.2 bytes, max 64 bytes, pending  0, max  2, overruns 0
[04:24:07 - 192.168.137.12] +----------------------------------------------------------------+
[04:24:07 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:24:08 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:24:09 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:24:10 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:24:11 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:24:11 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN_COVER = CLOSED
[04:24:11 - 192.168.137.12] [STATE UPDATE] 🔁 LIGHTS_TEST_SW = OFF
[04:24:11 - 192.168.137.12] [SYNC PANELS] 🔁 Mission Started 64677 ms ago
[04:24:11 - 192.168.137.12] Syncronizing Panel state....
[04:24:11 - 192.168.137.12] ✅ RIGHT Annunciator initialized for buttons
[04:24:11 - 192.168.137.12] ✅ LEFT Annunciator initialized for buttons
[04:24:11 - 192.168.137.12] 🛩️ [DCS-USB] SPIN_RECOVERY_SW 0
[04:24:11 - 192.168.137.12] 🛩️ [DCS-USB] IR_COOL_SW 2
[04:24:11 - 192.168.137.12] ✅ Initialized IR Cool Panel
[04:24:11 - 192.168.137.12] [SYNC] Fallback: forced panel re-sync
[04:24:11 - 192.168.137.12] 🛩️ [DCS-USB] HMD_OFF_BRT 65535
